profile,model_key,horizon,target_family,deterministic,n_seeds,val_select_spearman_median,val_select_spearman_mean,val_select_spearman_std,val_select_spearman_min,val_select_spearman_max,val_eval_spearman_median,val_eval_spearman_mean,val_eval_spearman_std,val_eval_spearman_min,val_eval_spearman_max,val_eval_positive_seed_count,val_select_top10_lift_median,val_eval_top10_lift_median,val_eval_top10_lift_pass_seed_count,val_eval_top10_lift_ci_p05,post_entry_diagnostic_only,selection_eligible,yearly_check_pass,selected_by,best_simple_profile,best_simple_model_key,best_simple_val_select_spearman_median,best_simple_val_eval_spearman_median,beats_best_simple_val_select,beats_best_simple_val_eval,selected_fraction,threshold_type,threshold_value,selection_split,selected_n,skipped_n,selected_mean_movement,skipped_mean_movement,selected_p50,selected_p80,selected_p90,skipped_p50,skipped_p80,skipped_p90,movement_lift,score_cutoff,total_n,spearman,score_aggregation,seed_count,feature_contract_verdict,available_at_decision_time
simple_combined,extra_trees_small,3,entry_movement,False,3,0.5711422441674514,0.5715084205333377,0.003388520509108013,0.567553569251672,0.5758294481808899,0.6934523802253563,0.6924412448426277,0.005416277258744107,0.6853601701028506,0.6985111841996765,3,2.076211956405413,2.2899158177226764,3,2.1132119013686745,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5711422441674514,0.6934523802253563,False,False,0.05,top_fraction,0.05,val_select,333,6315,12.979069069069077,6.029041963578781,11.110000000000127,17.57600000000007,21.884000000000018,4.830000000000155,8.220000000000027,10.990000000000009,2.152758124338021,9.015396545866059,6648,0.5733759877798617,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,3,entry_movement,False,3,0.5711422441674514,0.5715084205333377,0.003388520509108013,0.567553569251672,0.5758294481808899,0.6934523802253563,0.6924412448426277,0.005416277258744107,0.6853601701028506,0.6985111841996765,3,2.076211956405413,2.2899158177226764,3,2.1132119013686745,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5711422441674514,0.6934523802253563,False,False,0.1,top_fraction,0.1,val_select,665,5983,11.975789473684213,5.754893865953535,9.980000000000018,16.226000000000024,20.86200000000004,4.670000000000073,7.830000000000064,10.300000000000182,2.080974862896091,8.209966080815896,6648,0.5733759877798617,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,3,entry_movement,False,3,0.5711422441674514,0.5715084205333377,0.003388520509108013,0.567553569251672,0.5758294481808899,0.6934523802253563,0.6924412448426277,0.005416277258744107,0.6853601701028506,0.6985111841996765,3,2.076211956405413,2.2899158177226764,3,2.1132119013686745,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5711422441674514,0.6934523802253563,False,False,0.2,top_fraction,0.2,val_select,1330,5318,10.75978195488722,5.281105678826626,8.990000000000009,14.835999999999924,19.18599999999984,4.4099999999998545,7.145999999999962,9.319999999999936,2.0374108395569666,7.323298457077548,6648,0.5733759877798617,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,3,entry_movement,False,3,0.5711422441674514,0.5715084205333377,0.003388520509108013,0.567553569251672,0.5758294481808899,0.6934523802253563,0.6924412448426277,0.005416277258744107,0.6853601701028506,0.6985111841996765,3,2.076211956405413,2.2899158177226764,3,2.1132119013686745,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5711422441674514,0.6934523802253563,False,False,0.3,top_fraction,0.3,val_select,1995,4653,9.684265664160401,4.959234902213626,8.019999999999982,13.170000000000073,17.252000000000002,4.160000000000082,6.589999999999918,8.616000000000126,1.9527741385748212,6.591555490288694,6648,0.5733759877798617,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,6,entry_movement,False,3,0.5661300059368961,0.5675162161267647,0.0021634377378603395,0.5658472225255124,0.5705714199178854,0.6968995138008435,0.6989929757368517,0.00456982596630558,0.6947446120989639,0.7053348013107476,3,1.8241489218201667,2.346120674972799,3,2.1265277453000535,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5661300059368961,0.6968995138008435,False,False,0.05,top_fraction,0.05,val_select,333,6315,16.410090090090094,9.072186856690418,13.669999999999845,22.584000000000067,26.320000000000075,7.319999999999936,12.409999999999854,16.425999999999934,1.8088351077103566,12.665272622002432,6648,0.5704637519980267,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,6,entry_movement,False,3,0.5661300059368961,0.5675162161267647,0.0021634377378603395,0.5658472225255124,0.5705714199178854,0.6968995138008435,0.6989929757368517,0.00456982596630558,0.6947446120989639,0.7053348013107476,3,1.8241489218201667,2.346120674972799,3,2.1265277453000535,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5661300059368961,0.6968995138008435,False,False,0.1,top_fraction,0.1,val_select,665,5983,15.843518796992484,8.727975931806785,13.540000000000191,20.950000000000045,25.190000000000055,7.099999999999909,11.9,15.680000000000064,1.815256930218494,11.73226779018463,6648,0.5704637519980267,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,6,entry_movement,False,3,0.5661300059368961,0.5675162161267647,0.0021634377378603395,0.5658472225255124,0.5705714199178854,0.6968995138008435,0.6989929757368517,0.00456982596630558,0.6947446120989639,0.7053348013107476,3,1.8241489218201667,2.346120674972799,3,2.1265277453000535,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5661300059368961,0.6968995138008435,False,False,0.2,top_fraction,0.2,val_select,1330,5318,14.776368421052634,8.105086498683715,12.690000000000055,19.686000000000064,25.075000000000166,6.690000000000055,10.970000000000027,14.259999999999991,1.823098177107962,10.456615852897832,6648,0.5704637519980267,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,6,entry_movement,False,3,0.5661300059368961,0.5675162161267647,0.0021634377378603395,0.5658472225255124,0.5705714199178854,0.6968995138008435,0.6989929757368517,0.00456982596630558,0.6947446120989639,0.7053348013107476,3,1.8241489218201667,2.346120674972799,3,2.1265277453000535,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5661300059368961,0.6968995138008435,False,False,0.3,top_fraction,0.3,val_select,1995,4653,13.73129323308271,7.599718461207822,11.949999999999818,18.42600000000007,23.45800000000004,6.349999999999909,10.055999999999953,13.007999999999994,1.8068160423538107,9.587237661326018,6648,0.5704637519980267,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,12,entry_movement,False,3,0.48375982739406176,0.4854611872880878,0.003786305959635056,0.48191491373145734,0.4907088207387441,0.7025664162120246,0.7029674950202413,0.0037513340473008883,0.6985867559407972,0.7077493129079016,3,1.5922877001543083,2.286252307472538,3,1.9995661112103835,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.48375982739406176,0.7025664162120246,False,False,0.05,top_fraction,0.05,val_select,333,6315,21.45684684684685,13.332338875692795,18.289999999999964,29.335999999999927,33.99400000000001,11.089999999999918,18.119999999999937,23.460000000000036,1.6093835482959757,17.305089391728426,6648,0.48718827395799436,median_across_rerun_seeds,3,PASS,True
simple_combined,extra_trees_small,12,entry_movement,False,3,0.48375982739406176,0.4854611872880878,0.003786305959635056,0.48191491373145734,0.4907088207387441,0.7025664162120246,0.7029674950202413,0.0037513340473008883,0.6985867559407972,0.7077493129079016,3,1.5922877001543083,2.286252307472538,3,1.9995661112103835,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.48375982739406176,0.7025664162120246,False,False,0.1,top_fraction,0.1,val_select,665,5983,20.501849624060156,12.98765167975932,17.389999999999873,26.97000000000003,33.515999999999984,10.810000000000173,17.65000000000009,22.890000000000054,1.5785647882758806,15.667261122811945,6648,0.48718827395799436,median_across_rerun_seeds,3,PASS,True
