original_rank;rule_id;profile_id;model_id;target_id;filter_id;locked_test_policy;run_group;seed;spread;timezone_shift_hours;provider_drift_status;transfer_status;locked_test_status;stop_policy_id;entry_id;mask_id;exit_id;split;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts;risk_distance_atr;tp_distance_atr;bs_p05;negative_years;pf_without_best_year;effective_profit_years;n_years;filter_id_summary;filter_family;top_fraction;score_cutoff_on_val_select;entry_filter_score_col;selected_fraction;sl_rate;profile_id_summary;model_id_summary;target_id_summary;eligible_for_winner;not_eligible_for_winner;not_eligible_reason;rich_entry_seed;locked_test;fixed_cutoff_source;run_group_summary;status;reason;fixed_cutoff_policy;saved_scores_mutated;pf_shift0;pf_drop_from_shift0_ratio;risk_flag
11;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;movement_plus_time;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1223;535.275421211596;163.8492646454398;3.2668771652402637;0.3037008639134557;0.0051282051282004;5.203145128765343;0.5069501226492232;0.0;{'ML_CLOSE': 873, 'TIME': 311, 'SL': 39};2.0;;2.833848757080637;0;3.0930696564767697;1.9201880438589785;2;top50;rich_entry_quality;0.5;0.2897998842880031;rich_entry_score;0.5322019147084421;0.0318887980376124;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;3.2668771652402637;0.0;False
1;rank01_time_only_linear_target_entry_ev_regression_top30;time_only;linear;target_entry_ev_regression;top30;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;589;278.69326179254136;68.63967036346469;4.060236016822181;0.3566274896928296;0.0166666666666515;3.060208923972638;0.5229202037351444;0.0;{'ML_CLOSE': 416, 'TIME': 161, 'SL': 12};2.0;;3.340201399795975;0;3.729041370367584;1.9951767800879865;2;top30;rich_entry_quality;0.3;-0.0267181842596606;rich_entry_score;0.2563098346388163;0.0203735144312393;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
2;rank02_time_only_linear_target_entry_ev_regression_top40;time_only;linear;target_entry_ev_regression;top40;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;821;386.2471422792181;96.53000828678375;4.001316783602727;0.3528832326339029;0.0147058823529279;3.622216712753584;0.5164433617539586;0.0;{'ML_CLOSE': 587, 'TIME': 215, 'SL': 19};2.0;;3.4018573685634013;0;3.7181281293037367;1.977114033744717;2;top40;rich_entry_quality;0.4;-0.0390640699904365;rich_entry_score;0.3572671888598782;0.0231425091352009;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
3;rank03_time_only_linear_target_entry_ev_regression_top50;time_only;linear;target_entry_ev_regression;top50;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;998;444.5329143789568;128.0121231916765;3.472584496652274;0.3171551013900605;0.002385752688158;4.03337618995522;0.5050100200400801;0.0;{'ML_CLOSE': 720, 'TIME': 248, 'SL': 30};2.0;;2.948507618465257;0;3.349368714178343;1.9833663733297404;2;top50;rich_entry_quality;0.5;-0.0474950606299718;rich_entry_score;0.4342906875543951;0.0300601202404809;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
4;rank04_time_only_linear_target_entry_good_0_5r_top40;time_only;linear;target_entry_good_0_5r;top40;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;784;355.25483083664284;93.90944723612414;3.782950930840822;0.3333487035720902;0.0125612745098043;3.2887423861107834;0.514030612244898;0.0;{'ML_CLOSE': 559, 'TIME': 207, 'SL': 18};2.0;;3.089455406812518;0;3.5357774042756898;1.9757594260409488;2;top40;rich_entry_quality;0.4;0.2900920417107097;rich_entry_score;0.3411662315056571;0.0229591836734693;time_only;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
5;rank05_time_only_linear_target_entry_avoid_sl_top30;time_only;linear;target_entry_avoid_sl;top30;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;441;212.036018731128;51.92958270560053;4.083145053046233;0.3630531429150283;0.0366666666666585;2.771417514374164;0.5374149659863946;0.0;{'ML_CLOSE': 303, 'TIME': 127, 'SL': 11};2.0;;3.2932519500349;0;3.8927320050204064;1.8758886438038256;2;top30;rich_entry_quality;0.3;0.4288113055848618;rich_entry_score;0.1919060052219321;0.0249433106575963;time_only;linear;target_entry_avoid_sl;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
6;rank06_time_only_linear_target_entry_good_0_5r_top50;time_only;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1020;446.7829642407247;130.57093102509663;3.421764406005882;0.3100117972702236;0.0038967611335847;3.49326078355864;0.5078431372549019;0.0;{'ML_CLOSE': 734, 'TIME': 257, 'SL': 29};2.0;;2.925032222938928;0;3.2531770159847366;1.9730395966612264;2;top50;rich_entry_quality;0.5;0.2863669071030585;rich_entry_score;0.443864229765013;0.0284313725490196;time_only;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
7;rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;movement_plus_time;linear;target_entry_good_0_5r;top40;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1000;458.0100870000159;124.7846226487146;3.670404872637036;0.3332254643513013;0.0036041189931167;4.3741127767444254;0.508;0.0;{'ML_CLOSE': 719, 'TIME': 256, 'SL': 25};2.0;;3.1203705963705497;0;3.6122536376150016;1.878893165958772;2;top40;rich_entry_quality;0.4;0.2941066606932765;rich_entry_score;0.4351610095735422;0.025;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
8;rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;movement_plus_time;linear;target_entry_good_0_5r;top30;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;802;349.0910427468854;99.46752557696963;3.5095981399150507;0.3112512682916655;0.0020220588235157;3.787391034759452;0.5049875311720698;0.0;{'ML_CLOSE': 575, 'TIME': 208, 'SL': 19};2.0;;2.880013239884058;0;3.4750304175341347;1.820055449201183;2;top30;rich_entry_quality;0.3;0.2982796930676169;rich_entry_score;0.3489991296779808;0.0236907730673316;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
9;rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;time_only;hist_gradient_boosting;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;960;469.8913307728578;139.21998833963627;3.37517145617429;0.3444493150346058;0.0017379679144197;3.767779565061829;0.5020833333333333;0.0;{'ML_CLOSE': 661, 'TIME': 262, 'SL': 37};2.0;;2.889168040639752;0;3.36022285956192;1.980508180127704;2;top50;rich_entry_quality;0.5;0.2867911301968629;rich_entry_score;0.4177545691906005;0.0385416666666666;time_only;hist_gradient_boosting;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
10;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;movement_plus_time;linear;target_entry_ev_regression;top50;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1332;602.6635528580264;185.10797962407668;3.255740536317965;0.3134801600855479;0.0019419306183994;5.690029033643782;0.503003003003003;0.0;{'ML_CLOSE': 946, 'TIME': 335, 'SL': 51};2.0;;2.8139279690993426;0;3.0386345682257883;1.850690981275914;2;top50;rich_entry_quality;0.5;-0.0275664925037564;rich_entry_score;0.5796344647519582;0.0382882882882882;movement_plus_time;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
11;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;movement_plus_time;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;-8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1202;543.1117848042669;155.9869172868689;3.4817777942585604;0.3220672774687171;0.0051682692307645;4.959195700310431;0.5099833610648918;0.0;{'ML_CLOSE': 857, 'TIME': 309, 'SL': 36};2.0;;2.999234076208131;0;3.299320541396528;1.8972448320110369;2;top50;rich_entry_quality;0.5;0.2897998842880031;rich_entry_score;0.5230635335073978;0.0299500831946755;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
1;rank01_time_only_linear_target_entry_ev_regression_top30;time_only;linear;target_entry_ev_regression;top30;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;458;212.05481389696595;51.0435545724652;4.154389632013524;0.3515529679574252;0.0244318181818223;2.758788233745328;0.5305676855895196;0.0;{'ML_CLOSE': 329, 'TIME': 122, 'SL': 7};2.0;;3.450095963859688;0;4.048279425563712;1.939314692307364;2;top30;rich_entry_quality;0.3;-0.0267181842596606;rich_entry_score;0.1993037423846823;0.0152838427947598;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
2;rank02_time_only_linear_target_entry_ev_regression_top40;time_only;linear;target_entry_ev_regression;top40;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;703;340.77163637179785;83.39765327819339;4.086105819249736;0.3661080840591813;0.0166666666666515;5.065187278951001;0.5177809388335705;0.0;{'ML_CLOSE': 502, 'TIME': 184, 'SL': 17};2.0;;3.351379153535954;0;3.900708692443936;1.9871602292119963;2;top40;rich_entry_quality;0.4;-0.0390640699904365;rich_entry_score;0.3059181897302002;0.0241820768136557;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
3;rank03_time_only_linear_target_entry_ev_regression_top50;time_only;linear;target_entry_ev_regression;top50;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;964;444.4984257294246;121.96782884622306;3.644390737575954;0.3345753079701261;0.0134640522875695;3.798057623271106;0.5134854771784232;0.0;{'ML_CLOSE': 689, 'TIME': 250, 'SL': 25};2.0;;3.072037612933876;0;3.478081338295397;1.9926568364241477;2;top50;rich_entry_quality;0.5;-0.0474950606299718;rich_entry_score;0.4194952132288947;0.0259336099585062;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
4;rank04_time_only_linear_target_entry_good_0_5r_top40;time_only;linear;target_entry_good_0_5r;top40;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;690;307.0513767752137;79.90403961636312;3.84275160867254;0.329199039360653;0.0218451749734951;3.258743179915342;0.5260869565217391;0.0;{'ML_CLOSE': 486, 'TIME': 191, 'SL': 13};2.0;;3.1960801831063974;0;3.749154742083106;1.957618925737365;2;top40;rich_entry_quality;0.4;0.2900920417107097;rich_entry_score;0.3002610966057441;0.0188405797101449;time_only;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
5;rank05_time_only_linear_target_entry_avoid_sl_top30;time_only;linear;target_entry_avoid_sl;top30;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;378;166.31854182185626;45.18272191682145;3.681020858549386;0.3204651320239016;0.0231563079777401;2.6476640129736357;0.5211640211640212;0.0;{'ML_CLOSE': 268, 'TIME': 102, 'SL': 8};2.0;;2.8959455643183363;0;3.625675801114185;1.908949403969856;2;top30;rich_entry_quality;0.3;0.4288113055848618;rich_entry_score;0.1644908616187989;0.0211640211640211;time_only;linear;target_entry_avoid_sl;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
